#! FIELDS time rct DeltaF_18066.4 DeltaF_19520 DeltaF_20973.7 DeltaF_22427.3 DeltaF_23880.9 DeltaF_25334.5 DeltaF_26788.1 DeltaF_28241.8 DeltaF_29695.4 DeltaF_31149 DeltaF_32602.6 DeltaF_34056.2 DeltaF_35509.9 DeltaF_36963.5 DeltaF_38417.1 DeltaF_39870.7 DeltaF_41324.3 DeltaF_42778 DeltaF_44231.6 DeltaF_45685.2 DeltaF_47138.8 DeltaF_48592.4 DeltaF_50046.1 DeltaF_51499.7 DeltaF_52953.3 DeltaF_54406.9 DeltaF_55860.5 DeltaF_57314.2 DeltaF_58767.8 DeltaF_60221.4
#! SET print_stride  100
                    420                      0     -17250.41630445796     -15858.02956269591     -14465.65378320477     -13073.29722192793     -11680.97460557405     -10288.71258277115     -8896.560528790616     -7504.613823210076      -6113.07088849051     -4722.396617926463     -3333.840550652503     -1950.916277801677     -581.2136665269243      769.3718577896658      2100.753179939147      3417.934559909148      4730.478357252472      6041.907661218678      7352.953032044698      8663.799960372888      9974.515646459769      11285.13434287586      12595.67828850761       13906.1638933527      15216.60393455109      16527.00852847938      17837.38568927073      19147.74172958826      20458.08158483885      21768.40908549689
                    424     -13.58244136550057     -17506.62253661212      -15868.8842271571     -14448.53855349777     -13056.18186872759     -11663.85925351278     -10271.59725256202     -8879.445428581719     -7487.501109362473     -6095.982618178839     -4705.553664759734     -3319.020212194686     -1943.276542053353     -580.6964064363351      771.7171728349369      2109.882135768334      3428.734082691204      4743.068043821916      6055.959952984829      7367.872288615946      8679.140954923245      9990.021116745536      11300.67466863218      12611.19429586145      13921.63135622591      15232.01474605181      16542.36147169755      17852.27021215496      19039.70770159979      20203.28184020748      21362.28816925308
                    428     -18.15994779637426     -17669.38130115433     -16027.51930233581     -14448.73286601695     -13056.18186872759     -11663.85925351278     -10271.59725256202     -8879.445428581719     -7487.501109362473     -6095.982618178839     -4705.553664759734     -3319.020212194686     -1943.276542053353     -580.6964064363351      771.7171728349369      2109.882135768334      3428.734082691204      4743.068043821916      6055.959952984829      7367.872288615946      8679.140954923245      9990.021116745536      11300.67466863218      12611.19429586145      13921.63135622591      15232.01379662114      16473.14113114493      17650.25385306947      18820.05860892041      19983.72850106706      21142.95204626463
                    432     -20.84588726355376     -17789.34585001367     -16149.26303023716      -14540.5292403643     -13056.18186942919     -11663.85925351278     -10271.59725256202     -8879.445428581719     -7487.501109362473     -6095.982618178839     -4705.553664759734     -3319.020212194686     -1943.276542053353     -580.6964064363351      771.7171728349369      2109.882135768334      3428.734082691204      4743.068043821916      6055.959952984829      7367.872288615946      8679.140954923245      9990.021116745536      11300.67466863218      12611.19429578691      13918.86051057571      15116.51361105216      16301.39773774895      17478.10021156182       18648.4011273274      19813.31191443901      20971.95866683541
                    436     -22.75389775909526     -17897.82904091056     -16256.30448566728     -14644.46241698206     -13066.69372893306     -11663.85925351314     -10271.59725256202     -8879.445428581719     -7487.501109362473     -6095.982618178839     -4705.553664759734     -3319.020212194686     -1943.276542053353     -580.6964064363351      771.7171728349369      2109.882135768334      3428.734082691204      4743.068043821916      6055.959952984829      7367.872288615946      8679.140954923245      9990.021116745536      11300.67466031986      12592.70823579711      13789.55616590327      14978.17532860374      16160.12733147438      17335.70089612448      18505.22944082657      19669.47994166681      20829.48303421668
                    440     -24.23483432061246     -17981.88066104458     -16345.58513654334      -14732.4315217684     -13143.73881123717      -11663.8592769053     -10271.59725256202     -8879.445428581719     -7487.501109362473     -6095.982618178839     -4705.553664759734     -3319.020212194686     -1943.276542053353     -580.6964064363351      771.7171728349369      2109.882135768334      3428.734082691204      4743.068043821916      6055.959952984829      7367.872288615946       8679.14095492287      9990.020727127314      11267.70822113031      12472.87921874534      13669.60609839916      14856.35262127313      16037.00571845055      17213.43538752742      18384.46530509919      19547.97163338877      20704.12303666278
                    444     -25.44534572728936     -18067.13078026647     -16424.25355844304     -14815.25808299609      -13229.3685094696     -11672.47170229044     -10271.59725256649     -8879.445428581719     -7487.501109362473     -6095.982618178839     -4705.553664759734     -3319.020212194686     -1943.276542053353     -580.6964064363351      771.7171728349369      2109.882135768334      3428.734082691204      4743.068043821916      6055.959952984829      7367.872288614734      8679.139942817415      9950.499490534257      11158.45612587949      12360.60867219334      13556.50628034337      14745.83463035458      15928.58922163807      17104.92021259731      18274.56481474462      19439.13768454811      20600.17472935021
                    448     -26.46910845549353      -18135.7200948509     -16494.03182769793     -14883.24409924213     -13296.89948378434     -11738.46529871061     -10271.59743120218     -8879.445428581719     -7487.501109362473     -6095.982618178839     -4705.553664759734     -3319.020212194686     -1943.276542053353     -580.6964064363351      771.7171728349369      2109.882135768334      3428.734082691204      4743.068043821916      6055.959952931273      7367.857593450703      8633.567641888469      9850.548549927535      11059.70700418917      12262.31500616778      13458.89611959385      14648.32593042228      15831.04787482305      17007.60939356553      18177.11263926255      19341.13271100948      20500.66173098876
                    452     -27.35611562634937      -18203.1154510999     -16562.42335727536     -14950.39686862058     -13366.78050742641     -11804.65063100574     -10273.89063079321     -8879.445428587465     -7487.501109362473     -6095.982618178839     -4705.553664759734     -3319.020212194686     -1943.276542053353     -580.6964064363351      771.7171728349369      2109.882135768334      3428.734082691189      4743.068043167484      6055.919862860897      7320.407964280103      8543.154511963061      9760.847685500286      10972.00191233038      12174.08541638263      13368.61439967769      14557.44562390625      15740.45822051213      16916.87314933948       18087.1236102597      19251.41611322306      20409.98758782023
                    456     -28.13863495536158     -18267.14305952867     -16620.61323394075     -15001.40753626161     -13421.18589855332     -11866.06074599831     -10330.73156706902     -8879.445868253211     -7487.501109362483     -6095.982618178839     -4705.553664759734     -3319.020212194686     -1943.276542053353     -580.6964064363351      771.7171728349369      2109.882135767557      3428.734060029639      4742.626238743151      6003.592838283148      7238.354131194049      8463.305156135648      9678.758613119879       10887.4382837889      12089.21210054555      13283.91683740936      14473.89623630844       15658.8374654956       16837.1639478139      18008.04336242936      19170.58441808463      20327.34083910302
                    460     -25.42017173916373     -18325.98459798297     -16685.63629275856     -15074.11050010815     -13492.20373889774     -11936.04933609198     -10405.44298777225     -8899.441164151904     -7484.593152399482     -6092.959745619894      -4702.62994330831     -3316.499620805017     -1941.889580087262     -580.4278841859318      770.9524578792348      2106.992082983728      3418.868571638113      4703.310302944429       5960.39009239741      7195.833828523567      8417.696053139402      9631.651026996102      10839.96509630748      12042.34302131507      13238.84701868232      14428.67491860671      15610.30221613143      16785.42140871969      17955.97293853199      19121.30879425074      20279.96040090145
                    464     -25.03780338060988     -18424.80684978862     -16784.19607556913     -15177.00815437039      -13591.4076535136     -12034.11172202124     -10498.70139804644     -8988.690838653551     -7503.692562679314      -6092.14699132756     -4701.645786213489     -3315.488639306989     -1940.967588315832     -580.0479580904478      770.3244456099143      2105.419702905549      3417.754838428492      4700.493149891783      5953.928028589432      7188.794174501356       8412.14555769443      9627.533617438276      10836.08694631357      12038.09925551703      13234.10967166566      14423.80083110695      15606.23291999401      16782.13587279495      17952.91694289941      19117.90632620598      20276.98656780382
                    468     -25.61606214944248      -18508.3863398399     -16870.66546634653     -15262.18291926218     -13677.51301256976     -12117.84833834367     -10585.72760469637     -9074.995239137108     -7584.530532894635     -6120.470764482345     -4701.771211478246     -3315.488701958209      -1940.96758832479      -580.047958090448      770.3244456099143      2105.419702905549      3417.754838428492      4700.493149891783      5953.928028589432      7188.794174501356       8412.14555769443      9627.533617438276      10836.08694631357      12038.09925551703      13234.10967166566      14423.80083110695      15606.23291999401      16782.13587279495      17952.91694289941      19117.90632620598      20276.98656780382
                    472      -26.0434112630385     -18591.15395363127     -16948.90018067169     -15336.42809046047     -13750.46087027273     -12191.85285520305      -10656.1804230752     -9140.671147829878     -7652.814715502008     -6186.649537768616     -4745.436654644675     -3330.479345478888     -1943.439383327938     -580.2466398470667      770.4115203610552      2105.524215570288       3417.85947289204      4700.597784384357      5954.032663082005      7188.898808993929      8412.250192187006      9627.638251930852      10836.19158080614       12038.2038900096      13234.21430615824      14423.90546559953      15606.33755448659      16782.24050728753      17953.02157739199      19118.01096069855       20277.0912022964
                    476     -18.19459650222368      -18622.4195768281     -16981.54073822765     -15369.84342482769     -13781.69418468019     -12221.05173718656     -10684.93133852705     -9172.174014568211     -7681.637471380844     -6214.035588039028     -4769.564893613308     -3349.738333317255     -1952.837415480809      -581.288211305672      771.0598089348375      2104.777044719994      3416.538131623711      4706.017363538709      5960.896249641448      7195.057486841557      8418.831891674197      9634.784592132566      10843.57439620536      12045.44997981657      13241.18791110678      14430.96146421413      15613.50991719096      16789.28490519727      17959.77135761907      19124.81781688325      20284.50231852668
